row,col,observation_count,low_margin_count,false_dry_count,deep_underprediction_count,boundary_count,high_risk_case_count,low_margin_fraction,false_dry_fraction,deep_underprediction_fraction,boundary_fraction,high_risk_case_fraction
1,120,1368,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1,121,1368,21,0,0,12,0,0.015350877192982455,0.0,0.0,0.008771929824561403,0.0
1,122,1368,1,0,0,12,0,0.0007309941520467836,0.0,0.0,0.008771929824561403,0.0
1,123,1368,32,0,0,12,6,0.023391812865497075,0.0,0.0,0.008771929824561403,0.0043859649122807015
1,124,1368,59,0,0,12,20,0.04312865497076023,0.0,0.0,0.008771929824561403,0.014619883040935672
1,125,1368,30,0,0,0,5,0.021929824561403508,0.0,0.0,0.0,0.003654970760233918
1,126,1368,55,0,0,0,18,0.0402046783625731,0.0,0.0,0.0,0.013157894736842105
1,127,1368,288,0,0,0,0,0.21052631578947367,0.0,0.0,0.0,0.0
2,0,1368,42,0,0,0,4,0.03070175438596491,0.0,0.0,0.0,0.0029239766081871343
2,1,1368,0,0,0,432,0,0.0,0.0,0.0,0.3157894736842105,0.0
2,2,1368,1,0,93,432,0,0.0007309941520467836,0.0,0.06798245614035088,0.3157894736842105,0.0
2,3,1368,4,0,41,432,0,0.0029239766081871343,0.0,0.029970760233918127,0.3157894736842105,0.0
2,4,1368,92,0,0,432,0,0.06725146198830409,0.0,0.0,0.3157894736842105,0.0
2,5,1368,8,0,337,432,0,0.005847953216374269,0.0,0.2463450292397661,0.3157894736842105,0.0
2,6,1368,1,0,100,6,0,0.0007309941520467836,0.0,0.07309941520467836,0.0043859649122807015,0.0
2,7,1368,1,0,87,9,0,0.0007309941520467836,0.0,0.06359649122807018,0.006578947368421052,0.0
